ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
47006184,中古マンション等,,47211,沖縄県,沖縄市,比屋根,,,２ＬＤＫ,55,,,,平成14年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第4四半期,未改装,,7.041392685158225
47021386,中古マンション等,,47201,沖縄県,那覇市,安謝,古島,30分?60分,１Ｋ,30,,,,平成18年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,200.0,2015年第4四半期,未改装,,7.079181246047625
47016334,中古マンション等,,47201,沖縄県,那覇市,西,,,４ＬＤＫ,90,,,,,ＳＲＣ,住宅,,,,,,,,2011年第4四半期,未改装,,7.518513939877887
47027134,中古マンション等,,47201,沖縄県,那覇市,金城,小禄,4,３ＬＤＫ,80,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第4四半期,未改装,,7.4623979978989565
47016106,中古マンション等,,47201,沖縄県,那覇市,首里石嶺町,,,３ＬＤＫ,75,,,,平成8年,ＲＣ,住宅,,,,,,,,2011年第2四半期,改装済,,7.176091259055681
47013666,中古マンション等,,47201,沖縄県,那覇市,首里寒川町,,,３ＬＤＫ,60,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,,,2010年第3四半期,未改装,,7.146128035678238
47027397,中古マンション等,,47201,沖縄県,那覇市,松尾,県庁前(沖縄),10,３ＬＤＫ,70,,,,平成4年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第2四半期,未改装,,7.146128035678238
47014773,中古マンション等,,47201,沖縄県,那覇市,松尾,県庁前(沖縄),9,１ＤＫ,55,,,,平成12年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第2四半期,改装済,,7.146128035678238
47005850,中古マンション等,,47211,沖縄県,沖縄市,胡屋,,,２ＤＫ,50,,,,昭和62年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第4四半期,改装済,,6.8750612633917
47013699,中古マンション等,,47201,沖縄県,那覇市,字大道,安里,,２ＤＫ,50,,,,昭和64年,ＲＣ,住宅,,,,,,,,2010年第4四半期,改装済,,6.826074802700826
47000337,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,12,３ＬＤＫ,90,,,,平成19年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第2四半期,未改装,,7.7160033436347994
47000371,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,6,,65,,,,平成25年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2016年第3四半期,,,7.5910646070264995
47015657,中古マンション等,,47201,沖縄県,那覇市,赤嶺,赤嶺,7,１ＬＤＫ,50,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第4四半期,未改装,調停・競売等,6.968482948553935
47001515,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,2,２ＬＤＫ,145,,,,平成22年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第1四半期,未改装,調停・競売等,8.079181246047625
47032500,中古マンション等,,47201,沖縄県,那覇市,宇栄原,赤嶺,6,２ＬＤＫ,35,,,,昭和49年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第4四半期,未改装,,6.477121254719663
47000657,中古マンション等,,47201,沖縄県,那覇市,古波蔵,壺川,25,３ＬＤＫ,75,,,,平成26年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2018年第2四半期,未改装,,7.568201724066995
47014760,中古マンション等,,47201,沖縄県,那覇市,牧志,牧志,1,３ＬＤＫ,90,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,500.0,2014年第1四半期,未改装,,7.698970004336019
47000330,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,6,２ＬＤＫ,85,,,,平成25年,ＲＣ,,,,,,近隣商業地域,80.0,400.0,2018年第3四半期,未改装,,7.724275869600789
47007223,中古マンション等,,47213,沖縄県,うるま市,字江洲,,,３ＬＤＫ,70,,,,平成27年,ＲＣ,住宅,住宅,,,,準住居地域,60.0,200.0,2018年第4四半期,改装済,,7.447158031342219
47032797,中古マンション等,,47201,沖縄県,那覇市,泊,美栄橋,8.0,３ＤＫ,60,,,,平成2年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第3四半期,改装済,,7.079181246047625
47032517,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,,４ＬＤＫ,80,,,,平成15年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第3四半期,未改装,,7.4623979978989565
47001748,中古マンション等,,47201,沖縄県,那覇市,銘苅,古島,11,３ＬＤＫ,65,,,,平成15年,ＲＣ,,,,,,第２種住居地域,60.0,200.0,2020年第2四半期,未改装,,7.518513939877887
47013716,中古マンション等,,47201,沖縄県,那覇市,壺川,壺川,6,３ＬＤＫ,65,,,,平成6年,ＲＣ,住宅,,,,,,,,2010年第2四半期,改装済,,7.113943352306837
47001191,中古マンション等,,47201,沖縄県,那覇市,字仲井真,壺川,30分?60分,３ＬＤＫ,70,,,,平成28年,ＲＣ,住宅,住宅,,,,準住居地域,60.0,200.0,2019年第3四半期,未改装,,7.518513939877887
47023990,中古マンション等,,47211,沖縄県,沖縄市,胡屋,,,２ＤＫ,30,,,,昭和62年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第4四半期,改装済,,6.832508912706237
47006485,中古マンション等,,47211,沖縄県,沖縄市,与儀,,,３ＬＤＫ,70,,,,平成29年,ＲＣ,住宅,住宅,,,,市街化区域及び市街化調整区域外の都市計画区域,70.0,200.0,2018年第3四半期,未改装,,7.505149978319906
47024004,中古マンション等,,47211,沖縄県,沖縄市,住吉,,,,90,,,,平成3年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第3四半期,未改装,,6.698970004336019
47021709,中古マンション等,,47201,沖縄県,那覇市,おもろまち,おもろまち,13,４ＬＤＫ,85,,,,平成15年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第1四半期,未改装,,7.544068044350276
47000058,中古マンション等,,47201,沖縄県,那覇市,字安里,安里,5,４ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第3四半期,未改装,,7.4623979978989565
47001014,中古マンション等,,47201,沖縄県,那覇市,字大道,安里,8,２ＬＤＫ,65,,,,昭和60年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2018年第4四半期,未改装,,7.176091259055681
47021805,中古マンション等,,47201,沖縄県,那覇市,古波蔵,壺川,17,３ＬＤＫ,60,,,,平成5年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,50.0,200.0,2012年第1四半期,未改装,調停・競売等,7.0
47000183,中古マンション等,,47201,沖縄県,那覇市,天久,,,２ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,50.0,150.0,2020年第3四半期,未改装,,7.6020599913279625
