ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
4006958,中古マンション等,,4101,宮城県,仙台市青葉区,五橋,五橋,5,１ＤＫ,25,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2014年第3四半期,未改装,,6.623249290397901
4008284,中古マンション等,,4103,宮城県,仙台市若林区,石名坂,河原町(宮城),3,１ＬＤＫ,50,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第2四半期,未改装,,6.5910646070264995
4022003,中古マンション等,,4105,宮城県,仙台市泉区,南光台,旭ケ丘(宮城),18,３ＬＤＫ,65,,,,平成21年,ＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2019年第2四半期,未改装,,7.380211241711606
4003730,中古マンション等,,4101,宮城県,仙台市青葉区,通町,北仙台,10,３ＬＤＫ,75,,,,平成13年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2017年第3四半期,未改装,,7.380211241711606
4011689,中古マンション等,,4104,宮城県,仙台市太白区,鹿野,長町南,8,２ＬＤＫ,55,,,,昭和59年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2020年第2四半期,改装済,,7.230448921378274
4003466,中古マンション等,,4101,宮城県,仙台市青葉区,立町,大町西公園,8,３ＬＤＫ,70,,,,昭和58年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第3四半期,未改装,,6.991226075692495
4001690,中古マンション等,,4101,宮城県,仙台市青葉区,上杉,北四番丁,11,４ＬＤＫ,115,,,,平成15年,ＲＣ,,住宅,,,,近隣商業地域,80.0,300.0,2017年第3四半期,改装済,,7.732393759822968
4037984,中古マンション等,,4104,宮城県,仙台市太白区,大野田,太子堂,9,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2008年第3四半期,未改装,,7.113943352306837
4013057,中古マンション等,,4101,宮城県,仙台市青葉区,国分町,勾当台公園,4,１Ｋ,30,,,,昭和57年,ＳＲＣ,住宅,事務所,,,,商業地域,80.0,500.0,2015年第4四半期,未改装,,6.748188027006201
4036076,中古マンション等,,4104,宮城県,仙台市太白区,中田,南仙台,7,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2011年第3四半期,未改装,,6.799340549453582
4043506,中古マンション等,,4104,宮城県,仙台市太白区,長町,長町,8,３ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2013年第2四半期,未改装,,7.342422680822207
4017311,中古マンション等,,4101,宮城県,仙台市青葉区,国分町,勾当台公園,4,１Ｋ,25,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第2四半期,未改装,,6.3222192947339195
4007090,中古マンション等,,4102,宮城県,仙台市宮城野区,萩野町,卸町(宮城),2,３ＬＤＫ,80,,,,昭和49年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第2四半期,改装済,,7.146128035678238
4031885,中古マンション等,,4102,宮城県,仙台市宮城野区,福室,陸前高砂,6,３ＬＤＫ,55,,,,昭和51年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2008年第2四半期,未改装,,6.505149978319906
4032023,中古マンション等,,4102,宮城県,仙台市宮城野区,福室,陸前高砂,5,３ＬＤＫ,60,,,,昭和57年,,住宅,,,,,,,,2006年第2四半期,未改装,,6.57978359661681
4018436,中古マンション等,,4101,宮城県,仙台市青葉区,広瀬町,北四番丁,15,３ＬＤＫ,90,,,,平成15年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第1四半期,未改装,,7.556302500767287
4008881,中古マンション等,,4103,宮城県,仙台市若林区,蒲町東,六丁の目,11,３ＬＤＫ,65,,,,平成8年,ＲＣ,,住宅,,,,第２種住居地域,60.0,200.0,2020年第2四半期,改装済,,7.342422680822207
4000481,中古マンション等,,4101,宮城県,仙台市青葉区,荒巻本沢,北山(宮城),8,３ＬＤＫ,75,,,,昭和62年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2018年第1四半期,未改装,,6.977723605288848
4006923,中古マンション等,,4102,宮城県,仙台市宮城野区,苦竹,苦竹,4,４ＬＤＫ,80,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2020年第3四半期,改装済,,7.301029995663981
4040164,中古マンション等,,4104,宮城県,仙台市太白区,中田,南仙台,11,４ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2012年第1四半期,未改装,,6.9084850188786495
