ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22001191,中古マンション等,,22101,静岡県,静岡市葵区,呉服町,静岡,13,３ＬＤＫ,90,,,,平成26年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2016年第3四半期,未改装,,7.832508912706237
22065191,中古マンション等,,22135,静岡県,浜松市北区,三ヶ日町大崎,都筑,30分?60分,２ＬＤＫ,70,,,,平成2年,ＳＲＣ,住宅,,,,,市街化調整区域,60.0,200.0,2010年第3四半期,,,6.826074802700826
22011938,中古マンション等,,22131,静岡県,浜松市中区,元浜町,浜松,16,２ＬＤＫ,65,,,,平成20年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2017年第1四半期,改装済,,7.431363764158987
22091257,中古マンション等,,22206,静岡県,三島市,本町,三島,13,３ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第1四半期,未改装,,7.380211241711606
22066591,中古マンション等,,22101,静岡県,静岡市葵区,両替町,静岡,11,１Ｒ,20,,,,昭和59年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2012年第1四半期,改装済,,6.544068044350276
22000445,中古マンション等,,22101,静岡県,静岡市葵区,大岩町,静岡,30分?60分,２ＤＫ,45,,,,昭和52年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2017年第3四半期,改装済,,6.897627091290442
22068145,中古マンション等,,22203,静岡県,沼津市,大岡,,,３ＬＤＫ,70,,,,,ＲＣ,住宅,,,,,,,,2010年第3四半期,,,7.041392685158225
22108529,中古マンション等,,22206,静岡県,三島市,南町,三島,19,３ＬＤＫ,85,,,,平成16年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2009年第3四半期,未改装,,7.380211241711606
22072743,中古マンション等,,22131,静岡県,浜松市中区,北寺島町,浜松,13,１Ｋ,25,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第4四半期,未改装,,6.57978359661681
22002263,中古マンション等,,22101,静岡県,静岡市葵区,常磐町,静岡,8,１Ｋ,25,,,,平成9年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2020年第4四半期,未改装,,6.812913356642856
22007806,中古マンション等,,22103,静岡県,静岡市清水区,西高町,清水(静岡),30分?60分,３ＬＤＫ,65,,,,,,,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2018年第4四半期,未改装,,7.2552725051033065
22065738,中古マンション等,,22131,静岡県,浜松市中区,布橋,浜松,30分?60分,１Ｋ,15,,,,昭和61年,ＲＣ,住宅,その他,,,,第１種住居地域,60.0,200.0,2015年第2四半期,未改装,,6.204119982655925
22131467,中古マンション等,,22210,静岡県,富士市,吉原,富士,30分?60分,３ＬＤＫ,70,,,,平成17年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第4四半期,未改装,,7.361727836017593
22011944,中古マンション等,,22131,静岡県,浜松市中区,元浜町,浜松,20,３ＬＤＫ,65,,,,昭和61年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2016年第1四半期,未改装,,6.7923916894982534
22054178,中古マンション等,,22102,静岡県,静岡市駿河区,中田,静岡,20,３ＬＤＫ,70,,,,昭和61年,ＲＣ,住宅,住宅,,,,第２種中高層住居専用地域,60.0,200.0,2014年第3四半期,改装済,,7.146128035678238
22057005,中古マンション等,,22131,静岡県,浜松市中区,菅原町,浜松,20,３ＬＤＫ,60,,,,昭和63年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2014年第3四半期,未改装,,6.832508912706237
22012278,中古マンション等,,22131,静岡県,浜松市中区,和合町,浜松,1H?1H30,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2016年第2四半期,改装済,,6.869231719730976
22004657,中古マンション等,,22102,静岡県,静岡市駿河区,登呂,静岡,30分?60分,３ＬＤＫ,75,,,,,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2020年第3四半期,未改装,,7.361727836017593
22033189,中古マンション等,,22210,静岡県,富士市,水戸島元町,富士,5,３ＤＫ,55,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第3四半期,改装済,,6.845098040014257
22072063,中古マンション等,,22135,静岡県,浜松市北区,三ヶ日町大崎,都筑,30分?60分,２ＬＤＫ,80,,,,昭和63年,ＳＲＣ,住宅,その他,,,,市街化調整区域,60.0,200.0,2015年第4四半期,,,6.2552725051033065
22122411,中古マンション等,,22102,静岡県,静岡市駿河区,西中原,静岡,30分?60分,３ＬＤＫ,70,,,,平成3年,ＲＣ,住宅,,,,,工業地域,60.0,200.0,2006年第2四半期,改装済,,7.041392685158225
22094219,中古マンション等,,22131,静岡県,浜松市中区,野口町,八幡(静岡),5,２ＬＤＫ,50,,,,昭和55年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2009年第1四半期,,,6.57978359661681
22081608,中古マンション等,,22131,静岡県,浜松市中区,佐鳴台,浜松,30分?60分,３ＬＤＫ,75,,,,平成12年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2013年第1四半期,,,7.3979400086720375
22089911,中古マンション等,,22134,静岡県,浜松市南区,東若林町,浜松,30分?60分,１Ｋ,15,,,,平成2年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第3四半期,,,6.146128035678238
22071694,中古マンション等,,22101,静岡県,静岡市葵区,神明町,静岡,30分?60分,２ＬＤＫ,60,,,,昭和54年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2013年第2四半期,未改装,,6.763427993562937
22010198,中古マンション等,,22131,静岡県,浜松市中区,住吉,浜松,30分?60分,,55,,,,昭和50年,ＳＲＣ,住宅,住宅,,,,第２種住居地域,60.0,200.0,2016年第2四半期,,,6.0
22005277,中古マンション等,,22102,静岡県,静岡市駿河区,曲金,静岡,23,４ＤＫ,55,,,,昭和48年,ＳＲＣ,住宅,住宅,,,,工業地域,60.0,200.0,2018年第3四半期,未改装,,6.505149978319906
22005347,中古マンション等,,22102,静岡県,静岡市駿河区,曲金,東静岡,5,３ＬＤＫ,75,,,,平成27年,ＲＣ,住宅,住宅,,,,商業地域,80.0,500.0,2018年第3四半期,未改装,,7.505149978319906
22091961,中古マンション等,,22131,静岡県,浜松市中区,鴨江,浜松,30分?60分,３ＬＤＫ,70,,,,平成8年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第1四半期,改装済,,7.2552725051033065
