ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43000470,中古マンション等,,43101,熊本県,熊本市中央区,上鍛冶屋町,熊本,20,２ＬＤＫ,60,,,,昭和61年,ＳＲＣ,,住宅,,,,商業地域,80.0,500.0,2018年第4四半期,改装済,,7.113943352306837
43044735,中古マンション等,,43101,熊本県,熊本市中央区,大江本町,新水前寺,6,３ＬＤＫ,65,,,,,ＲＣ,住宅,,,,,,,,2013年第4四半期,,,7.176091259055681
43004537,中古マンション等,,43103,熊本県,熊本市西区,春日,熊本,6,３ＬＤＫ,75,,,,平成9年,ＳＲＣ,,住宅,,,,商業地域,80.0,500.0,2018年第4四半期,改装済,,7.2552725051033065
43035255,中古マンション等,,43101,熊本県,熊本市中央区,桜町,熊本,25,１ＤＫ,25,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第3四半期,未改装,,6.505149978319906
43025698,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,新水前寺,11,３ＬＤＫ,90,,,,平成19年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第2四半期,未改装,調停・競売等,7.361727836017593
43045432,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,5,１Ｋ,20,,,,平成3年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第4四半期,未改装,,6.278753600952829
43059722,中古マンション等,,43102,熊本県,熊本市東区,保田窪,,,,70,,,,,ＲＣ,住宅,,,,,,,,2008年第3四半期,,,7.380211241711606
43026043,中古マンション等,,43101,熊本県,熊本市中央区,水前寺公園,新水前寺,8,４ＬＤＫ,85,,,,平成21年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2010年第1四半期,未改装,,7.505149978319906
43028816,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,熊本,30分?60分,４ＤＫ,60,,,,昭和60年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第4四半期,改装済,,6.832508912706237
43060775,中古マンション等,,43105,熊本県,熊本市北区,徳王町,,,３ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,,,,,準住居地域,,,2007年第3四半期,未改装,調停・競売等,6.857332496431268
