ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
42004941,中古マンション等,,42202,長崎県,佐世保市,白南風町,佐世保,3,４ＬＤＫ,100,,,,平成17年,ＳＲＣ,,住宅,,,,,,,2017年第3四半期,,,7.477121254719663
42016339,中古マンション等,,42201,長崎県,長崎市,麹屋町,市民会館,6,３ＬＤＫ,85,,,,平成2年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第3四半期,,,7.278753600952829
42004423,中古マンション等,,42202,長崎県,佐世保市,光月町,佐世保,15,４ＬＤＫ,80,,,,平成14年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,900.0,2019年第1四半期,,,7.431363764158987
42000950,中古マンション等,,42201,長崎県,長崎市,川口町,浦上,2,,85,,,,,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2018年第3四半期,未改装,,7.505149978319906
42000501,中古マンション等,,42201,長崎県,長崎市,大井手町,諏訪神社,3,１Ｋ,20,,,,,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第3四半期,未改装,,6.477121254719663
42001151,中古マンション等,,42201,長崎県,長崎市,小浦町,長崎(長崎),1H?1H30,４ＬＤＫ,85,,,,平成27年,ＲＣ,住宅,,,,,工業地域,,,2017年第4四半期,未改装,,7.4623979978989565
42024852,中古マンション等,,42201,長崎県,長崎市,赤迫,西浦上,11,３ＬＤＫ,65,,,,昭和60年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第4四半期,未改装,,6.812913356642856
42033531,中古マンション等,,42201,長崎県,長崎市,小ケ倉町,,,２ＬＤＫ,55,,,,平成6年,ＲＣ,住宅,,,,,,,,2009年第1四半期,改装済,,6.944482672150168
42020050,中古マンション等,,42201,長崎県,長崎市,千歳町,昭和町通,1,オープンフロア,70,,,,平成3年,ＳＲＣ,店舗,,,,,,,,2011年第1四半期,未改装,,7.531478917042255
42000239,中古マンション等,,42201,長崎県,長崎市,泉,西浦上,13,３ＬＤＫ,70,,,,平成24年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第1四半期,未改装,,7.447158031342219
42025953,中古マンション等,,42202,長崎県,佐世保市,大黒町,佐世保,29,２ＬＤＫ＋Ｓ,55,,,,,ＲＣ,住宅,住宅,,,,,,,2015年第4四半期,,,6.812913356642856
42029940,中古マンション等,,42201,長崎県,長崎市,大橋町,浦上,25,３ＬＤＫ,50,,,,昭和61年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第3四半期,未改装,,6.977723605288848
42031791,中古マンション等,,42202,長崎県,佐世保市,常盤町,佐世保,20,３ＬＤＫ,65,,,,平成25年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第1四半期,未改装,,7.447158031342219
42028321,中古マンション等,,42204,長崎県,諫早市,福田町,東諫早,4,４ＬＤＫ,80,,,,平成11年,ＲＣ,住宅,,,,,準工業地域,60.0,200.0,2012年第4四半期,未改装,調停・競売等,6.949390006644912
42031801,中古マンション等,,42202,長崎県,佐世保市,常盤町,中佐世保,5,３ＬＤＫ,95,,,,平成25年,ＲＣ,住宅,,,,,,,,2013年第4四半期,未改装,,7.5910646070264995
42037041,中古マンション等,,42201,長崎県,長崎市,三原,,,４ＬＤＫ,70,,,,平成3年,ＲＣ,住宅,,,,,,,,2008年第2四半期,未改装,,6.886490725172482
42033243,中古マンション等,,42201,長崎県,長崎市,大浦町,,,３ＬＤＫ,60,,,,昭和62年,ＲＣ,住宅,,,,,,,,2009年第4四半期,未改装,,7.079181246047625
42033297,中古マンション等,,42201,長崎県,長崎市,大浜町,,,４ＬＤＫ,65,,,,,ＳＲＣ,住宅,,,,,,,,2009年第1四半期,未改装,,6.929418925714293
42036679,中古マンション等,,42201,長崎県,長崎市,昭和,,,４ＬＤＫ,70,,,,,ＲＣ,住宅,,,,,,,,2008年第3四半期,未改装,,7.041392685158225
42000644,中古マンション等,,42201,長崎県,長崎市,大浜町,長崎(長崎),1H?1H30,２ＬＤＫ,75,,,,,,,住宅,,,,準住居地域,,,2019年第4四半期,未改装,,7.2552725051033065
42017155,中古マンション等,,42201,長崎県,長崎市,浜町,思案橋,1,オープンフロア,40,,,,昭和64年,ＳＲＣ,店舗,,,,,商業地域,80.0,800.0,2010年第4四半期,改装済,,7.041392685158225
42000141,中古マンション等,,42201,長崎県,長崎市,愛宕,長崎(長崎),1H?1H30,３ＬＤＫ,75,,,,,ＲＣ,住宅,住宅,,,,,,,2016年第1四半期,改装済,,7.2552725051033065
42016771,中古マンション等,,42201,長崎県,長崎市,中小島,長崎(長崎),30分?60分,３ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,,,,2014年第4四半期,改装済,,6.698970004336019
42017646,中古マンション等,,42202,長崎県,佐世保市,鹿子前町,,,４ＬＤＫ,75,,,,平成8年,ＳＲＣ,住宅,,,,,,,,2010年第1四半期,未改装,,6.954242509439325
