ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
26060487,中古マンション等,,26111,京都府,京都市西京区,嵐山西一川町,嵐山(阪急),4,２ＬＤＫ,75,,,,平成17年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2012年第2四半期,未改装,,7.518513939877887
26065195,中古マンション等,,26106,京都府,京都市下京区,格致学区,四条(京都市営),6,３ＬＤＫ,70,,,,平成4年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第3四半期,未改装,,7.230448921378274
26037200,中古マンション等,,26107,京都府,京都市南区,唐橋平垣町,西大路,4,,20,,,,昭和64年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第3四半期,,,6.531478917042255
26030942,中古マンション等,,26214,京都府,木津川市,相楽台,高の原,6,３ＬＤＫ,70,,,,平成29年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2019年第3四半期,未改装,,7.568201724066995
26076428,中古マンション等,,26102,京都府,京都市上京区,出水学区,二条,10,１Ｋ,20,,,,平成18年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2006年第3四半期,改装済,,7.204119982655925
26067900,中古マンション等,,26111,京都府,京都市西京区,大原野西境谷町,洛西口,30分?60分,,95,,,,昭和56年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2013年第1四半期,改装済,,7.113943352306837
26000146,中古マンション等,,26101,京都府,京都市北区,大宮東小野堀町,北大路,30分?60分,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2019年第2四半期,未改装,,7.361727836017593
26006329,中古マンション等,,26104,京都府,京都市中京区,本能学区,大宮(京都),6,１Ｋ,25,,,,平成16年,ＲＣ,住宅,住宅,,,,商業地域,80.0,700.0,2020年第3四半期,,,7.2552725051033065
26059758,中古マンション等,,26214,京都府,木津川市,州見台,木津(京都),30分?60分,３ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2011年第3四半期,未改装,,7.041392685158225
26006473,中古マンション等,,26104,京都府,京都市中京区,明倫学区,烏丸御池,3,２ＬＤＫ,70,,,,平成10年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2018年第1四半期,改装済,,7.653212513775344
26038329,中古マンション等,,26104,京都府,京都市中京区,日彰学区,四条(京都市営),10,３ＬＤＫ,85,,,,平成15年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2011年第1四半期,改装済,,7.707570176097937
26041445,中古マンション等,,26109,京都府,京都市伏見区,南浜学区,伏見桃山,3,３ＬＤＫ,60,,,,昭和59年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第2四半期,,,7.2552725051033065
26047591,中古マンション等,,26111,京都府,京都市西京区,桂下豆田町,桂,5,４ＬＤＫ,80,,,,平成17年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2011年第4四半期,未改装,,7.531478917042255
26044657,中古マンション等,,26106,京都府,京都市下京区,郁文学区,大宮(京都),3,１Ｋ,10,,,,昭和64年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2015年第2四半期,,,6.5910646070264995
26064084,中古マンション等,,26104,京都府,京都市中京区,明倫学区,烏丸,3,２ＬＤＫ,70,,,,平成13年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第3四半期,未改装,,7.531478917042255
26004962,中古マンション等,,26104,京都府,京都市中京区,西ノ京北壺井町,西大路御池,7,２ＬＤＫ,60,,,,昭和47年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2019年第1四半期,改装済,,7.278753600952829
26037227,中古マンション等,,26107,京都府,京都市南区,唐橋大宮尻町,西大路,4,３ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第4四半期,未改装,,7.113943352306837
26002900,中古マンション等,,26103,京都府,京都市左京区,一乗寺野田町,一乗寺,9,１ＬＤＫ,70,,,,昭和51年,ＲＣ,,住宅,,,,第２種住居地域,60.0,300.0,2019年第1四半期,改装済,,7.3222192947339195
26059052,中古マンション等,,26104,京都府,京都市中京区,日彰学区,烏丸,5,３ＬＤＫ,60,,,,平成20年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2013年第1四半期,,,7.623249290397901
26021751,中古マンション等,,26204,京都府,宇治市,大久保町,大久保(京都),7,３ＬＤＫ,65,,,,昭和54年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第1四半期,未改装,,7.079181246047625
26005431,中古マンション等,,26104,京都府,京都市中京区,壬生辻町,丹波口,8,３ＬＤＫ,75,,,,平成10年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第1四半期,未改装,,7.531478917042255
26014559,中古マンション等,,26109,京都府,京都市伏見区,深草向畑町,丹波橋,5,３ＬＤＫ,55,,,,昭和62年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第1四半期,,,6.8512583487190755
26021670,中古マンション等,,26204,京都府,宇治市,宇治,小倉(京都),14,３ＬＤＫ,85,,,,平成8年,ＲＣ,住宅,住宅,,,,準工業地域,60.0,200.0,2019年第3四半期,改装済,,7.176091259055681
26052422,中古マンション等,,26106,京都府,京都市下京区,有隣学区,五条(京都市営),4,１Ｋ,20,,,,平成22年,ＲＣ,住宅,,,,,商業地域,80.0,700.0,2012年第2四半期,未改装,,7.0
26051321,中古マンション等,,26210,京都府,八幡市,男山,樟葉,30分?60分,３ＤＫ,55,,,,昭和50年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2014年第2四半期,未改装,,6.778151250383644
26012895,中古マンション等,,26109,京都府,京都市伏見区,小栗栖石川町,石田(京都市営),15,３ＬＤＫ,55,,,,平成9年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2016年第1四半期,未改装,,6.892094602690481
26040668,中古マンション等,,26102,京都府,京都市上京区,桃薗学区,今出川,12,３ＬＤＫ,80,,,,平成19年,ＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第3四半期,未改装,,7.662757831681574
26083550,中古マンション等,,26109,京都府,京都市伏見区,桃山町松平筑前,桃山,2,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,,,,,近隣商業地域,80.0,200.0,2008年第3四半期,未改装,,7.447158031342219
26000110,中古マンション等,,26101,京都府,京都市北区,大宮中林町,北大路,23,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2020年第2四半期,未改装,,7.2552725051033065
